luminosity_distance timeshift supernova_mag_boost Ebv log_likelihood log_prior
1832.5370525392404 -2.729320551864152 -3.659141618096373 0.016885213268909065 -100.81427657416214 -12.041239625799266
1155.6596749402274 -1.9801068552242214 -2.8160933218717377 0.03884882405974902 -100.45389706928526 -12.842687955978327
1963.5620554375957 -3.2162416923585013 -3.8565092785231596 0.022008999494158903 -100.42087315878419 -12.178911156116058
1569.9963118391395 -3.463440747783263 -3.4005032933847446 0.044114057369657025 -100.09439362922224 -13.191630648710715
1319.7918521610122 -3.5787494855765587 -3.0088586849835055 0.03370874430146703 -99.98593670278728 -12.589935383527767
1481.17044251184 -6.670297909945667 -3.310750381205372 0.01180959617673758 -99.80748722900074 -11.921320197961467
1189.4066776032398 -6.460268471903728 -2.7856143217344345 0.020582894472920082 -99.80169597504201 -12.138651418574227
1581.884163655568 -8.103618917395895 -3.4137325325862014 0.013244121086782568 -99.70511469572631 -11.953780944815655
1171.5953362471066 -3.877560281111908 -2.5905202832893957 0.0032731718408223363 -99.54722024902419 -11.747314269310676
2604.798609940394 -2.7163258280957443 -4.607804984730536 0.038636660991324935 -99.53003635706291 -12.830888264549728
1632.2176939875892 -4.513772646884998 -3.284788329994602 0.0009798063906802925 -99.16535784814494 -11.705302640175532
1406.856104944132 -7.8890648365449465 -3.1071898804048184 0.003951835642172785 -99.13973820604497 -11.760092697470109
1680.9673376293345 -5.677232593697802 -3.4954556610043857 0.009373693759633265 -99.0851246893284 -11.868504698681175
1696.6646170913507 -1.4725854916760923 -3.485949701665254 0.029016041360345916 -98.92648811892138 -12.40436814407223
1370.1603297822592 -3.124419686505597 -3.015800243092711 0.015168772913385569 -98.64700463171533 -11.999056606975477
1474.2289769466133 -3.00424669538868 -3.138028376897951 0.014107512787329933 -98.45993473335608 -11.97383832642805
1233.5226477387923 -3.790968128724316 -2.7860640877163534 0.017192628872654676 -98.41629495871166 -12.048986170434185
1568.5865222089924 -3.9260518734565046 -3.560123180727329 0.04040104890559356 -98.28624424720978 -12.933532225846974
1060.9318594476333 -8.92547199699785 -2.6084727163869554 0.008341915123889918 -98.07736145888978 -11.846948091689518
2498.4126985240578 -2.5751899680807924 -4.589271358167646 0.043550247286399724 -98.06972660168677 -13.147887597851378
2182.3852126779407 -2.0836307175292 -4.1332264901539855 0.04132259499448694 -98.03035802858591 -12.991648057228009
1498.7246845787836 -4.172325231089857 -3.366801361513801 0.04103058816419116 -97.93768592436491 -12.972865006100673
1225.7957856431308 -6.949157561040813 -2.8210106212383277 0.006396068992437784 -97.9322792349669 -11.807516952771419
1454.2206807581595 -8.235515869420187 -3.234517782225688 0.004447781866449311 -97.90016377214633 -11.769535129744042
1599.7099724130703 -4.2820372456543865 -3.3123310155623202 0.005825443038350997 -97.86148301761929 -11.796242444995155
1063.441974513481 -8.55989478418708 -2.541278920358438 0.0006645990417462233 -97.84131976533158 -11.699663968299832
1591.1128176380491 -2.990397294645927 -3.4420442894169225 0.04343176674593825 -97.8277534896913 -13.138933673339995
1972.3417606228963 -1.2521571654987476 -3.8166614280791054 0.02829215750475194 -97.74620466486623 -12.378577495531756
1536.588906240175 -0.45589328471164947 -3.3352438196415144 0.03256654407533784 -97.69972844810786 -12.541498253422919
1185.5688959862114 -8.912346944180676 -2.8793301315168933 0.002960621909338469 -97.64952782905283 -11.741483798480168
