luminosity_distance KNphi inclination_EM timeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior log10_mej
14.333688941859515 71.97138679910636 1.136641118294385 1.1331566256936298 -2.2637550477663835 -0.7765601199808776 0.04422217539150849 -15.979696072667164 -13.836597734009903 -0.7626410171123187
20.279862241873335 69.88345975163568 0.913068346999803 1.6080867506286154 -2.359963120871569 -0.8555301352459019 0.0258855514703881 -15.591493928293165 -13.070287797339372 -0.8421444292360775
26.879533726066338 65.66125538693305 1.2697820021108948 2.33350482801616 -2.4305736578495787 -0.6861510369282495 0.009967825676202646 -14.562155193937793 -12.466129474918262 -0.6783978663694403
20.96948278535196 41.96213739346874 1.079824266241983 0.0804041017090995 -1.8278053705052137 -0.5806580390856411 0.03957354524921297 -14.364827923604066 -13.548774392305582 -0.5567454914916927
37.741472228266055 47.79058637237024 0.9423737101329549 2.171961767478521 -2.035962828312733 -0.6171191077089868 0.013735368843695717 -14.039942058729277 -12.716146336213523 -0.600871425256276
25.68401854547675 50.75278242206456 0.7096615337256943 0.7110803778224728 -2.5482499288252995 -0.5642199683936853 0.03611056366585874 -13.977284835297093 -13.667504149399349 -0.55973756209145
21.750957182534652 60.16418900325979 1.443971367541407 1.5834759746380023 -2.470215242738467 -0.5669185061845603 0.020089149111841925 -13.867704483209144 -12.672137631855934 -0.5615260261616147
23.971689395411165 59.26367849990895 1.555238853653194 2.1436816296868813 -2.5065550351313117 -0.6086371622522471 0.03012083297917101 -13.77034703542611 -12.984171213468848 -0.6031779001192455
27.875826017626615 23.53810145319575 1.1508957355418092 0.9543694893148178 -2.0373242695506657 -0.5339641550974559 0.0480391084981799 -13.27475534940115 -14.194424156360236 -0.5205458467208296
31.67039735242926 42.89166184290683 0.8419740479338109 0.6054651230733761 -2.2175997173049566 -0.5068253012112756 0.03770229214525877 -13.271068604597746 -13.612593743358111 -0.49845353125486747
32.00602198630769 28.85556363145563 1.074094249997485 0.5631683354902641 -2.4956956656643543 -0.5086569229607543 0.0406511995174543 -13.226475714331944 -13.61675785369058 -0.5042053052815607
34.198913195448114 39.796201787922705 1.208197335045182 1.5565406108748157 -2.6595867157623885 -0.6085436017115353 0.004055584832914415 -13.188781611769627 -12.368284449921669 -0.6046992985587845
22.988177545872635 72.93207773558566 1.1801404749910254 0.7387132586074969 -2.7586799066807473 -0.5051988443749069 0.019235119758913236 -13.105044950701757 -12.719358623236852 -0.5027828568068675
35.5559798578978 52.30137204751046 1.313829228856782 2.835631297844003 -2.3326355160593595 -0.6155184639104521 0.04162211379230342 -13.05732695612827 -13.583665563593591 -0.6072669248993194
17.817212071498744 68.92655951057537 1.1276353644522734 0.6373100990490883 -2.5559010662044237 -0.7101977490403688 0.032369774565449226 -12.85333954588874 -13.173966386733833 -0.7040459595114676
36.88613939310185 41.05634210172994 1.0556234513045606 2.6420867887838995 -2.0357442728441613 -0.6968604898221842 0.04626089762106742 -12.836375926613542 -14.05628710308488 -0.6774008683780045
20.002159487988337 46.205550126130895 1.0704521137805518 -0.1820593458559081 -2.4569999857865623 -0.7067445918497519 0.03473869513915045 -12.818207962122655 -13.305483745491253 -0.6990939480960883
30.134503852180483 34.99463325944869 1.3565237524653249 1.9204028321538082 -1.8258392202274316 -0.5506039206501301 0.04658620751867598 -12.71911004606062 -13.971984554258897 -0.5281509322898437
29.518477063687083 28.47308668408531 1.5342056446845123 1.0112187747896861 -2.6726407981323446 -0.5900693555970618 0.052911229497529 -12.63878951804962 -14.927541729514395 -0.5864931413039542
21.395611873626628 26.141218123672168 1.4988660831609313 -0.118001314514526 -2.5169691334398796 -0.5935056882676473 0.04744871446914072 -12.437994653591005 -14.040362463811753 -0.588356441572486
33.82221959278623 48.58702090481134 1.5349520105253445 1.8213711160101624 -2.4305983163390703 -0.5061670896639123 0.045334503202080115 -12.424984156917661 -13.833064429118176 -0.5010292372391516
26.26374179478236 39.582105753157464 1.491929463658777 3.110383939266299 -2.063750866343482 -0.8414168609952211 0.01308984093169278 -12.397692593599853 -12.492343724226938 -0.8161384485642111
21.779685608204357 56.143276994340056 1.130241658051395 1.569087580339989 -1.6970489504685289 -0.5897497232779081 0.04883066344470511 -12.393600327839689 -14.29947622069111 -0.5570870738459649
18.752301907697433 69.58075706058297 0.8802167704610169 0.4722226921548369 -1.5813730408787336 -0.5464390358792675 0.0063755532124761495 -12.30332482360033 -12.606327513973714 -0.5081085678254841
28.258538712233953 49.16689635527258 0.753181736584655 1.1378866670389733 -1.858633091756773 -0.5547696252730709 0.04242241932141534 -12.286132074869274 -13.984582604740648 -0.5337148350152217
32.33796209165534 61.728056761282915 1.086230434850364 2.9291561324255397 -2.1149647145460784 -0.6983011926253662 0.05251772418213929 -12.166624833390399 -14.950940785012534 -0.6819732583141541
23.626157443997588 69.2252718174189 0.8899681719187774 1.028129822014872 -2.5252820087803833 -0.5157907372018822 0.023412870985099896 -12.151769235231805 -13.011432311668823 -0.5115623269295503
25.993395765208728 68.02067440754101 1.4575787413121213 2.097696197060479 -1.8852273248049636 -0.6239314580544457 0.040097473629373215 -12.146161718511586 -13.460518749813863 -0.6007653071203195
17.932617684633698 38.98987324655927 1.3588523767732663 0.9672787878957614 -2.0134690822700727 -0.7615823368323995 0.03829465469431788 -12.145660983530957 -13.373777490271777 -0.7379223835167366
34.81811978810764 42.929711131936585 1.5253172608295882 3.231670686797081 -2.3803155745851345 -0.7054477805661654 0.011123118958072482 -12.11963390035866 -12.446177654265183 -0.6963619283005238
24.78983808152038 60.29898007702758 1.0845875370532285 0.9239480811605425 -2.524421368029085 -0.6810464288010345 0.030305877869580302 -12.109221645942025 -13.114203350588543 -0.6748618035433637
31.078462941018458 60.70271294068701 1.387829659194437 3.535531657948283 -1.8483529896359152 -0.5784542733305296 0.04313076505146659 -11.811882570824235 -13.672364515780314 -0.5557308201479302
28.472429551491267 69.57761520790909 1.2696728629475256 2.0484382158330448 -2.2047880502474073 -0.511495741470561 0.03522499350561744 -11.791540863803357 -13.24311948074616 -0.5027835259051744
43.75069737215214 46.08742235676195 1.139593274365403 3.491852399731478 -2.0641113435085883 -0.5204515425860001 0.04053586770024844 -11.78419762987824 -13.576818451306858 -0.5082057408903637
31.43392117722501 52.9322417307114 1.3216147785043026 2.538314736649369 -2.695318689437558 -0.5613659657413463 0.050305141333582847 -11.750080214021349 -14.437290295106077 -0.5581873260768752
18.76178681228913 47.16341455969883 1.1450021698456683 0.7793603534337343 -1.9866865431001626 -0.6480544797818255 0.013345729108111777 -11.723300745529247 -12.58864192389375 -0.6285838253239647
19.117496573833186 58.91620675543619 0.8616030852347064 0.47110851966652234 -1.8983170884748901 -0.5491765348585753 0.005269640540456066 -11.690706914005576 -12.600275062943725 -0.5301613104210198
33.37502020707477 64.882952678033 0.8656792092012793 2.4385550073373494 -1.852768309130955 -0.5170363737322776 0.011067224068731783 -11.66167566947588 -12.716336408114696 -0.4974381630876393
22.755413645462657 35.03285735766649 1.032682706365314 0.22581021132462809 -2.4210368371667417 -0.5912686052613982 0.043732429585658164 -11.654370494094902 -13.853168077507927 -0.5848885834529214
18.58042189221527 40.02362033366791 1.3509710612974373 0.3418556097260783 -2.3737167641237376 -0.6303123771080279 0.007112928557380967 -11.65033268750958 -12.385213685674213 -0.6225411692312801
26.640093051653288 70.51916681329246 1.0798426574596598 1.615111763721572 -2.4855945223180687 -0.5217095832061358 0.053501432654282866 -11.646262524741967 -15.220776635814792 -0.5170155060948142
33.94616354044905 58.02529868063557 1.167079411935252 3.0185376949448752 -2.4606280922739385 -0.5666856176569643 0.04680676420938202 -11.636210465520573 -14.05465647748782 -0.5611764707761233
21.08383517942869 52.77561871071573 1.2534371855494422 0.9317001185877416 -2.570138084283894 -0.5603472977335642 0.05594464802155259 -11.607634565489263 -16.566419547673433 -0.5561217884801181
34.09788784135659 56.30710793321914 0.7347717140602721 2.166326626070223 -2.001011824588662 -0.5276085057536792 0.05015884098706381 -11.579459628912467 -14.78323338002085 -0.5132476350881368
21.71410533434318 70.26334643516451 0.9766961411158961 1.6038104300704035 -2.3553992882933477 -0.5722080393334781 0.05647639846468864 -11.558461327000996 -17.85160410745891 -0.5651116078321747
17.036482612031143 62.503682606553866 1.0631574037204226 0.4653415966667218 -2.3173870592429004 -0.6228547171777628 0.006307768444028486 -11.558107715872044 -12.479551000418624 -0.6141670951637802
22.836758823803475 21.776092532989807 1.4953355083998454 0.28089583516524996 -2.1165693626228768 -0.5105250497799183 0.039643355237464706 -11.544654088811994 -13.429998178837279 -0.49989792932683297
21.617792503809103 60.655667526764596 1.3222388941135066 0.41117377220505347 -2.3072571113601974 -0.6131226630486815 0.03630113195552906 -11.536863025347765 -13.279646497227834 -0.6044271571152677
18.113718468662075 74.45584609125451 1.4527839107818612 0.794826375320433 -1.693085774515301 -0.6011312819883994 0.016404851568571605 -11.513429338299062 -12.575225236871455 -0.5673385054859635
