luminosity_distance timeshift supernova_mag_boost Ebv log_likelihood log_prior
413.78323458719734 -23.191547305739878 0.5184206065546331 0.003998696463828953 -13.832366127066535 -11.760981086734578
115.30305854246414 -28.287702495503797 2.2544058052975027 0.012507550333071082 -13.61944742267147 -11.93698208597029
1724.0835945980264 -19.89374109946782 -3.108822904152503 0.021190550454664055 -13.519274030979041 -12.155608110998314
1266.9083965969344 -27.048853436445377 -2.485075261562856 0.02994445057419167 -13.410571634932777 -12.438450139245866
1902.7027301960031 -13.387151610315371 -3.2144804976725396 0.004078878605361787 -11.984361267451794 -11.762503015831856
701.2407485585295 -5.340919369220202 -0.6239780138070969 0.041656803561708027 -11.967759830029438 -13.013587784361546
1528.4932144948189 -14.973299871095469 -2.7921785811714033 0.007579233906852232 -11.697749365907896 -11.831307126281896
358.47382875896653 -9.830971892742014 0.27003579794607724 0.04545650705577981 -11.329844095788593 -13.304200613471355
1258.5852528796045 -8.621584631390114 -2.4036894204419834 0.04631684650314622 -11.240771368797953 -13.38363388201309
979.8092051252275 -9.450318693953214 -1.8725308795898652 0.021679456307832485 -11.220346456109118 -12.169462933514703
1350.3458504406767 -11.115288958069929 -1.8395345008567827 0.015166932629546563 -11.201582332849423 -11.999012321999984
1128.9714015564596 -19.298972109589307 -2.312582155025484 0.01353391603041439 -11.193244688245178 -11.960468392502216
1259.5389689413003 -18.58901150514501 -2.1362507326461335 0.002624078436070836 -11.081893721151184 -11.735243517121487
609.0729935352952 -5.520314770757466 -0.2619994167104762 0.04125801062394336 -11.023989839263386 -12.987463239035577
1913.7766254491735 -9.871476287812712 -3.06660560581467 0.02108563274607687 -11.009582690351511 -12.152659760705298
1149.8458731009355 -6.43426981248361 -1.6995296111521077 0.03128675705015669 -11.002593144556883 -12.489875592216823
1174.7401904429073 -12.755649304892238 -2.2579328808881667 0.00805503177613032 -10.890124802204607 -11.841035985389135
1244.5413598684738 -7.926767410386965 -2.2684391249050306 0.03668426296595863 -10.781485669786175 -12.728379759391661
560.2260607417646 -24.839198266757027 -0.9565412419938744 0.008625579841791936 -10.773114180671042 -11.852828438235655
637.5702370305169 -11.411060841192775 -0.19568997485938144 0.02444195046841364 -10.753355186529411 -12.251573134888186
