luminosity_distance timeshift log10_Menv log10_Renv log10_Ee Ebv log_likelihood log_prior
134.35352496397792 1.7400372194768536 -0.5744806466566164 13.09318689986124 50.52691242907351 0.010393550637762644 -8.531053695816736 -9.615863819887311
45.103736922846444 0.7385391592678445 -1.1298589695200036 13.331303879273996 48.94421624702323 0.015325214661551756 -8.132417319745032 -9.728413368571164
38.332875106661895 -3.1842343025878996 -0.5126155524142885 13.074619184736529 49.14620606972177 0.019393982260951344 -8.01328134453936 -9.831868872583591
11.42360936061892 1.3774248391760615 -0.8210973279415184 12.149905299336089 48.903712954733585 0.0054197782331142415 -7.815401891577239 -9.513888797918257
128.78231461495764 1.3240841111777186 -0.8229718093626004 14.072714229364873 49.96109116184273 0.04806420059352596 -7.731342756233799 -11.293033406583302
25.934743706290536 -3.1761377275749894 -0.8747253787941522 13.175390625098728 48.53072318895956 0.0543760425642249 -7.726949056244719 -12.598383367654886
32.436415973684056 -7.235200455401753 -0.6400573079628566 13.351458413328452 48.798964210684865 0.0010315430662690905 -7.599722875887023 -9.431816117704795
11.611113248830383 -0.33523192713403915 -0.5083488427757002 12.2912228260515 48.834591256214836 0.017428134119872762 -7.568543679501276 -9.780546439957991
105.06836454122755 -2.1724248892877256 -0.5574269293230965 13.856316940582609 50.32311505638548 0.055217869207810445 -7.556674455279844 -13.042541769597786
100.54099121040605 -2.9955703299461938 -0.7307693734393983 14.147056917278434 49.88396112031661 0.003654753636324171 -7.480174304438201 -9.480063820104442
115.90700514948524 -2.418113597855065 -0.5851569191318721 13.686965586994706 49.86204612641286 0.016834674061801728 -7.471948422081593 -9.765556742670181
56.160527814816646 -7.179561004702865 -0.6448931724949161 13.991756651856893 48.78713965800327 0.053839643418734484 -7.341431958974497 -12.39257518971498
112.40385563867818 -4.393327412239131 -0.6183302477528939 14.210052433868626 49.989978438752395 0.0056885353054840024 -7.074842421542693 -9.519141132638184
46.87833730840683 -5.545248985290527 -0.6939033269882202 14.185056972503663 48.411208629608154 0.02093380169463214 -7.034880482899936 -9.873993333061026
75.44060781997626 -2.163581965530941 -0.91878779231247 14.160964315279156 49.4580628480501 0.02347689330798047 -6.8364251079478775 -9.947701057562785
