luminosity_distance timeshift supernova_mag_boost Ebv log_likelihood log_prior
2573.1060389138684 26.292478257424747 -3.809762792615386 0.020556160287685175 -7.9704677687932355 -12.137911961716167
192.8110989125246 -5.844050768934004 1.6039068483239287 0.01202758779188883 -7.788458513656021 -11.926185575922638
1639.7483432422123 23.49635112506307 -3.7687709444109605 0.0067114038079325086 -7.3294231181449305 -11.81380234902718
2920.4179473816416 24.10769182936511 -4.932688181959845 0.02403586790953835 -7.277820621311236 -12.239072136494874
2796.679120271542 28.50604811269571 -4.367271727655322 0.01860469796354117 -7.055485006827484 -12.085360580139625
2538.5684880080717 26.218398638221956 -3.8041286705914708 0.011349168307486043 -6.646431427051512 -11.911121007216481
3517.447941704184 26.669696187474052 -4.8229750814112915 0.014199949229941026 -6.445208691622227 -11.976009745802912
3098.6966469349377 28.833059782244604 -4.183489541678447 0.02828266590904345 -6.062197870834483 -12.378243706710045
1941.1278501597062 23.458691350293797 -3.634758351524109 0.013968768068388794 -6.0579781090961085 -11.970587906265491
635.0653627064212 19.81864948771473 -1.2698314441587644 0.02091180227862223 -5.9816571823134055 -12.147793906661187
3032.416062326914 28.991366627644638 -4.279034388770347 0.032349028820316095 -5.926419848532633 -12.532534242375426
3013.0794410169674 27.65131255127595 -4.935689889250263 0.0018543368250665286 -5.819450939626927 -11.721115470161486
1996.8600180495696 25.320859747212708 -4.042542336410749 0.018273305536969434 -5.666873201850073 -12.07670444318454
2210.283283841617 25.053476385948173 -3.7307068084011594 0.038956716871311865 -5.430451382696901 -12.84874237115663
2615.943822132102 25.94220755201291 -3.9699110629938095 0.016167416703228955 -5.427877231611245 -12.023382194872791
3082.6756787147647 24.771496144024603 -4.925808796987327 0.050774926809696606 -5.406912865039282 -13.942939202691202
2882.71144444614 24.49029883258818 -4.733308288432781 0.0445080954358227 -5.379362323181288 -13.223379175871585
2950.376049610021 24.48077939745008 -4.988171934263023 0.049675455835923824 -5.2659948695877725 -13.773336305415565
1965.3079800472758 25.244188934147736 -3.578101343872674 0.013182555875549104 -5.226160748348284 -11.952365977774148
2061.858404101307 24.941559126218976 -4.113483550155168 0.0009497622811648071 -5.202759499756238 -11.704763815082282
3452.318153008128 27.445762256480812 -4.723286440958195 0.05407473559734006 -5.140579282719495 -14.75203033486967
1798.563634459048 23.40874799789386 -3.587374148844731 0.047661297001874076 -5.097600489315879 -13.521969242843845
1144.6372911666963 21.520998932762346 -2.750425618741213 0.013386455258607172 -5.05841968889422 -11.957059928449523
3669.905842313208 27.18817772016699 -4.950164410971737 0.015403495883576758 -5.013744705425617 -12.00472116810807
2413.84529046014 26.101320324409784 -4.530057598021578 0.030279154119592446 -4.946654913361144 -12.451027688580593
1376.815432653156 23.404245947065846 -3.2328666956891055 0.04278692611981429 -4.908687471866335 -13.091558807855918
2734.8571739760296 24.28155447043177 -4.681124181421207 0.034875969208963194 -4.866053804854492 -12.64198340385742
1500.3639605841738 23.066629903728604 -3.18522655275308 0.00821446119152048 -4.833434263498109 -11.844317198922067
2182.7927777612763 25.7577852843363 -3.749962431656046 0.055283776786777136 -4.7753647644133 -15.361722694709279
3567.6831817716206 29.277646562342007 -4.45462735145126 0.009210335533633606 -4.771004814783382 -11.865060595484973
2354.381600235204 24.668046911250258 -3.9552846569840896 0.021725848901919302 -4.7322970953217895 -12.170787653306274
3446.5725936700305 26.349499423064515 -4.850779900507709 0.002777531566307134 -4.670587550342623 -11.73808405814079
1755.8588423011572 24.271034788456234 -3.8598275424899526 0.04504949697329225 -4.6456151019086205 -13.26871319264879
2417.500474097683 24.16766739052644 -4.480773015447417 0.016173753603754667 -4.635256914821695 -12.023538457996946
1564.7060529994937 22.94852994550189 -3.377033085008118 0.03556908184549211 -4.6167226733698135 -12.67422276823623
