luminosity_distance timeshift supernova_mag_boost Ebv log_likelihood log_prior
1691.674205951019 2.483309460315624 -3.1814799581002546 0.007433649701975918 -8.231474145619789 -11.828349111671045
294.90701662282424 1.9332874894314926 0.5402760226156307 0.033915071146772946 -8.129509344780447 -12.598940853622624
913.7550262839015 1.5271786429135616 -2.1118887451991797 0.05402216623813543 -7.936846174448052 -14.73237680803089
596.3593312904571 3.6650767332749368 -1.022863661101796 0.047938352844234165 -7.58700108189981 -13.553019566072683
1108.3895174085203 3.7223912567741593 -2.1802345628614663 0.016225793986742818 -7.583213428388081 -12.024822658573207
812.3012008372544 1.236617068495704 -1.624751596953979 0.02165074498053613 -7.553863721068014 -12.168643972623563
1040.5352979785164 1.4511149047309786 -2.1252980466739624 0.00493716443214924 -7.147516626468258 -11.778940818726314
1222.2316743269273 3.4543429884113337 -2.3604290581588385 0.0022395406502338654 -7.093228935277409 -11.72816065588568
749.5718631981897 2.836697660070776 -1.6414513239962272 0.023363644417106602 -6.689438918461066 -12.218715573727339
926.5004044081396 1.4533161750123647 -2.035374791387539 0.02998694400130416 -6.625060471008294 -12.440038225039014
910.7532511933981 3.0482585515287752 -1.9568748779461003 0.011645302970976155 -6.620644360494522 -11.917668900520471
991.6735083261324 3.6882472454194186 -2.1196772208270422 0.03481929507056142 -5.934602253754608 -12.63939266877016
379.24044165573724 1.7583423556606945 -0.15135376161548209 0.032669649916658265 -5.907909136940095 -12.545775579657846
1389.9901703918822 2.286044896996742 -2.7611216798190505 0.03376286350769752 -5.673886258280228 -12.592289669144929
605.0087768836258 3.7233542553693226 -1.1540616842503204 0.046968755856751296 -5.63192221763313 -13.448326509622182
494.33699782346184 3.160830048019946 -0.6233245263810234 0.004491983199844372 -5.4748746661265875 -11.77038103231495
1507.1703208764575 2.6279344384044023 -3.112911797995843 0.03665247034774307 -5.4073395842028456 -12.726794485726984
945.888559925043 1.759911979935648 -1.747238446636552 0.0042244373186398655 -5.377934729177435 -11.765271783997715
616.1746836541903 3.9583532471503844 -1.0862191607071434 0.030085869609911293 -5.296809310253885 -12.443745122055244
226.7534940428537 3.554492097380141 0.9725266689767667 0.034660925152388014 -5.249992301666871 -12.632188514207161
787.2084159511619 3.3980672229305497 -1.6601324394623496 0.04792730434620545 -5.169328500812649 -13.551762699893693
700.9728260738631 1.9845486723421928 -1.286579128266042 0.034462348983067666 -5.087055183182663 -12.62322812532655
551.5294436450998 3.4128295003956453 -0.9321949703234935 0.04975868665674479 -5.0792544512841395 -13.785215919829025
929.9864516458323 1.5436839939915359 -1.947595343083432 0.013832236520604285 -5.07315297886897 -11.967399615551015
1145.803112122314 2.1891676814735206 -2.3509552407082164 0.03899546775159713 -5.066646175202795 -12.850925858486331
310.1150782320846 2.398178949201416 0.2798628597855357 0.044655228964132834 -5.0431079871745474 -13.235497377518573
