luminosity_distance timeshift supernova_mag_boost Ebv log_likelihood log_prior
1628.153255970048 14.57508852215608 -4.849443883865142 0.01424400483899206 -7.618549125491535 -11.977046315160823
3032.3052571975095 3.4738329586938903 -4.037843986758542 0.030156181789577033 -6.269845311240178 -12.446388208423258
304.54154672396646 3.3863410127801075 1.1935232957368012 0.015073933435081009 -5.938709930241636 -11.996776919845892
2686.8579375667127 5.5682013301236495 -3.3803393800643327 0.03221858869435034 -5.396749735084345 -12.527196970495346
1759.9430310788878 1.446336784040291 -3.0708715886878446 0.028253272349288348 -4.849246056640647 -12.377210736166994
2632.8952335231156 5.580114608340736 -3.3546925839008157 0.024666359452544293 -4.701330493704213 -12.258549061609195
2730.3447282117177 5.35990668131209 -3.74872762323899 0.04176189579280202 -4.402357277045884 -13.0205874321032
1261.5106073774532 4.918949603021595 -1.5086579253206551 0.053320330100393824 -4.382299215954736 -14.501403090989418
2444.182676952347 3.980641798899022 -3.0896906588419255 0.01020263164555459 -4.29322513022489 -11.88616649180772
1950.6182289382207 1.7064599829639917 -3.360247323748059 0.005210927690780064 -4.04656877855234 -11.784241256854944
1924.9846167913265 5.895284680327414 -2.5312220718662983 0.04808648461888479 -3.943675839100705 -13.57002526493543
1122.421656924343 3.708413556525848 -2.2222058320700966 0.015051455340524279 -3.901439440025759 -11.996237367626218
2874.8902720333353 3.464426122760223 -4.12437684335842 0.00841230052841971 -3.790358428686846 -11.848403953094206
2339.650018658516 4.518766185030003 -2.9452536826308013 0.017220653677480893 -3.7549248964841024 -12.049695359339404
811.5354145332288 4.536113411597647 -0.6713614921491766 0.02755203258829051 -3.73847244135818 -12.352878412384396
866.9893502414459 3.271929416485044 -1.8119879816928224 0.02570365324620092 -3.647215877240583 -12.291441961065061
1020.131540828538 2.5676415696881065 -2.261339444053541 0.018909306948847477 -3.6218337630418698 -12.093383755927768
581.5260419513359 4.895928847154437 -0.033893061597783714 0.048616208503011134 -3.537373939302964 -13.63331969685735
758.3112519111586 1.7871548637491657 -1.1942088603306704 0.04020954932655321 -3.5214659204430765 -12.921868122701383
2200.8697155042405 3.8696914486595304 -3.666866797045946 0.04966303416633457 -3.390772388800647 -13.771575389437764
2939.009549319135 4.251726756879435 -4.080986808452491 0.043862938194490955 -3.1890594414785176 -13.171910948901147
318.40809213621725 3.8245194453256417 0.3915965610909824 0.0056112792529163045 -3.1355445873784418 -11.792043559026212
2164.6865807481804 2.695473417653794 -3.8833298334850603 0.05367581570179037 -3.0882485677173834 -14.611733758198161
1712.120151047588 4.388144872632161 -2.8470802675536944 0.006689575202306076 -3.0321306367219525 -11.813365976355202
2468.944783692003 5.42027036833349 -3.150163629105964 0.006671104700409096 -2.979687521378123 -11.812996883750703
85.64321818504857 3.5794107139155074 3.7446179891324913 0.03621748671376413 -2.9338731917713936 -12.70535360952837
2517.11331999749 4.845603253970893 -3.5619067562911653 0.01526349026484442 -2.9267833883668404 -12.001338557285692
2838.3954387941394 4.300443692684489 -4.024848411308468 0.04489868485064611 -2.9120076464239726 -13.255877124440886
2447.31017702095 3.1957504147903393 -3.4308751965789885 0.038618202358353726 -2.8453796767258095 -12.829868220028985
